name,url
google, https://www.google.com
sph, https://www.sph.com.sg
saaa, https://www.saaa.com.sg
sea, https://www.sea.com
yahoo, https://www.yahoo.com
apple, https://www.apple.com
stackoverflow, https://stackoverflow.com
